timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
750,5469,"Chain Bridge Rd and Hunting Ave",,38.928208,-77.198359,,,,,,0
751,4264,"Sully Park Dr and Flower Hill Dr",,38.850145,-77.455267,,,,,,1
752,1280,"Backlick Rd and Leewood Forest Dr",,38.804310,-77.183810,,,,,,1
753,698,"Vantage Rd and Stream Bed Way",,38.769690,-77.107120,,,,,,1
754,2817,"Mt Vernon Hwy and Albee La",,38.733590,-77.092180,,,,,,1
755,3344,"Silverbrook Rd and Tanyard La",,38.710140,-77.229020,,,,,,1
756,1177,"Mt Vernon Square Apartments",,38.757610,-77.077633,,,,,,1
757,1909,"Fort Hunt Rd and Paul Spring Rd",,38.760120,-77.059210,,,,,,1
758,2283,"Hinson Farm Rd and Tis Well Dr",,38.737950,-77.077470,,,,,,1
760,1818,"1070 Elden St",,38.966302,-77.396447,,,,,,1
761,6135,"Belvoir Rd and 18Th St",,38.691977,-77.136502,,,,,,1
762,2075,"Gallows Rd and Boone Blvd",,38.913740,-77.228060,,,,,,0
763,1337,"Beulah St and Gayfields Rd",,38.752400,-77.165600,,,,,,1
764,4241,"Newton Patent Dr and Red House Dr",,38.845342,-77.440837,,,,,,1
765,1588,"Centreville Rd and Floris St",,38.934621,-77.413645,,,,,,1
766,1438,"Braddock Rd and Glen Park Rd",,38.811310,-77.231060,,,,,,1
767,1421,"Braddock Rd and Braddock Rd",,38.826420,-77.286510,,,,,,1
769,1680,"6790 Commercial Dr",,38.800640,-77.177690,,,,,,1
770,5433,"Westmoreland and Old Chesterbroo",,38.926522,-77.182828,,,,,,0
771,2065,"Frontier Dr and Franconia Rd",,38.775650,-77.171410,,,,,,1
772,948,"Fort Hunt Rd and Shenandoah Rd",,38.741890,-77.055930,,,,,,1
773,2057,"Franconia Rd and Zekan La",,38.779260,-77.160000,,,,,,1
774,2727,"Malcolm Rd and Nutley St",,38.902049,-77.277611,,,,,,1
775,1720,"Cranford St and Eaton Woods Pl",,38.695405,-77.220034,,,,,,1
776,5573,"Old Courthouse and Lord Fairfax",,38.912956,-77.229370,,,,,,0
777,3353,"S Kings Hwy and Brick Hearth Ct",,38.776740,-77.086380,,,,,,1
779,2387,"Herndon Pkwy and Spring St",,38.958380,-77.375130,,,,,,1
780,2526,"Kingstowne Village Pkwy and Joust La (South)",,38.760380,-77.143720,,,,,,1
781,828,"Fort Hunt Rd and Admiral Dr",,38.749830,-77.057160,,,,,,1
782,1064,"Smithway Dr and Beacon Hill Rd",,38.770290,-77.073820,,,,,,1
783,4173,"Centreville Farms Rd and Lee Hwy",,38.840346,-77.411700,,,,,,1
784,1617,"Center Harbor Rd and Waterfront Rd",,38.978790,-77.342650,,,,,,1
785,3155,"Richmond Hwy and Graves St",,38.728240,-77.109900,,,,,,0
786,5432,"Westmoreland St and Chain Bridge",,38.928943,-77.184304,,,,,,0
787,5443,"Westmoreland and Placid",,38.905787,-77.172595,,,,,,0
788,611,"Frye Rd and Lawrence St",,38.737510,-77.115330,,,,,,1
789,3716,"S Van Dorn St and Edsall Rd",,38.806560,-77.133720,,,,,,1
790,973,"Richmond Hwy and Arlington Dr",,38.754870,-77.083300,,,,,,0
791,1806,"Edsall Rd and Whiting St S",,38.807650,-77.134660,,,,,,1
792,2865,"6000 N Kings Hwy",,38.787640,-77.077520,,,,,,1
794,3309,"Sherwood Hall Ln and Holland Rd",,38.743010,-77.078900,,,,,,1
795,5434,"Westmoreland and Rosemont",,38.924297,-77.181911,,,,,,0
796,2948,"Old Keene Mill Rd and Byron Ave",,38.775930,-77.202190,,,,,,1
797,1218,"Alabama Dr and Florida Ave",,38.963224,-77.392578,,,,,,1
798,3636,"Telegraph Rd and Rainwater Pl",,38.718590,-77.192080,,,,,,0
799,2513,"Kinross Cir and Stone Heather Dr",,38.914650,-77.407300,,,,,,1
801,3453,"Summer Ridge Rd and Edgeware La",,38.764830,-77.139030,,,,,,1
802,2220,"Greensboro Dr and Pinnacle Dr",,38.922668,-77.230497,,,,,,1
804,1220,"Alban Rd and Southern Oak Dr",,38.724932,-77.208711,,,,,,1
805,2535,"Kingstowne Village Pkwy and Windham Hill Run",,38.750790,-77.158460,,,,,,1
807,2111,"Gallows Rd and Providence Forest Dr",,38.877210,-77.227100,,,,,,1
808,3949,"Wiehle Metro",,38.948773,-77.339283,,,,,,1
809,2882,"N Shore Dr and N Shore Dr",,38.964870,-77.345810,,,,,,1
810,1398,"Boston Blvd and Fullerton Rd",,38.740300,-77.198840,,,,,,1
811,3944,"Pohick Rd and Cullum St",,38.713305,-77.201312,,,,,,0
814,2669,"Leesburg Pike and Forestville Dr",,38.958320,-77.274930,,,,,,1
817,4664,"Guinea Rd and Queens Woods Dr",,38.810370,-77.273740,,,,,,1
818,904,"Fort Hunt Rd and Shenandoah Rd",,38.742210,-77.055960,,,,,,1
819,5667,"Lewinsville Rd and Winter Hunt Rd",,38.941800,-77.223151,,,,,,1
820,2840,"Morning View La and Thomas Grant Dr",,38.751450,-77.169570,,,,,,1
821,1580,"Center St and Pride Ave",,38.967068,-77.388563,,,,,,1
823,1191,"Huntington Metro",,38.794833,-77.075053,,,,,,1
825,5018,"Sully Station Dr and Farming Way",,38.868940,-77.453590,,,,,,1
826,3850,"Beulah St and Kathmoor Dr",,38.780537,-77.146047,,,,,,1
827,2078,"Gallows Rd and Cottage St",,38.886980,-77.226990,,,,,,1
828,2904,"N Shore Dr and Temporary Rd",,38.959960,-77.350320,,,,,,1
829,614,"Lawrence St and Oaklake Ct",,38.738530,-77.109640,,,,,,1
830,2174,"Glade Dr and Triple Crown Rd",,38.927667,-77.351874,,,,,,1
832,588,"Helmsdale La and Telegraph Rd",,38.755250,-77.137090,,,,,,1
834,719,"Quander Rd and Williams Dr",,38.769740,-77.067090,,,,,,1
835,2809,"Monroe and Pine",,38.970880,-77.383810,,,,,,1
836,5466,"Chain Bridge Rd and Evans Farm D",,38.929633,-77.194341,,,,,,0
837,4089,"Stringfellow Rd and Cross Keys Ct",,38.892589,-77.403738,,,,,,1
838,3728,"Viking Dr and Bradwell Rd",,38.927158,-77.383977,,,,,,1
839,2488,"King Center Dr and Barclay Dr",,38.767690,-77.138388,,,,,,1
840,1919,"Fort Hunt Rd and Swan Ter",,38.779130,-77.063080,,,,,,1
841,704,"Huntington Ave and Old Richmond",,38.790661,-77.065073,,,,,,0
842,3402,"Spring Mall and Junction",,38.771560,-77.174540,,,,,,0
843,3050,"Post Forest Dr and Random Hills Rd",,38.855023,-77.363778,,,,,,1
844,1916,"Flint Hill Rd and Sunrise Rd",,38.895579,-77.283284,,,,,,1
845,902,"Fort Hunt Rd and Wellington Rd",,38.739130,-77.053880,,,,,,1
846,720,"Quander Rd and Duke Dr",,38.770510,-77.067960,,,,,,1
847,653,"Richmond Hwy and Buckman Rd",,38.729150,-77.107510,,,,,,0
848,4296,"Union Mill Rd and Trey La",,38.833811,-77.411344,,,,,,1
849,1951,"Fair Lakes Blvd and Sedgehurst Dr",,38.856585,-77.397306,,,,,,1
850,3072,"Pole Rd and Alameda Ct",,38.728670,-77.126900,,,,,,1
851,5924,"Willard Rd and Daly Dr",,38.885807,-77.442028,,,,,,1
853,2782,"Mt Vernon Mem Hwy and Ferry Landing Rd",,38.707590,-77.117700,,,,,,1
855,2552,"Lawrence St and Kidd St",,38.738190,-77.111380,,,,,,1
856,2974,"Old Keene Mill Rd and Keene Mill Ctr",,38.779030,-77.234790,,,,,,1
857,2647,"Lorton Station Blvd and Grandwind Dr",,38.708330,-77.211900,,,,,,1
858,1873,"Franklin Farm Rd and Nestlewood Dr",,38.906960,-77.400047,,,,,,1
859,1308,"Baron Cameron Ave and Hunter Mill Rd",,38.975990,-77.316390,,,,,,1
860,2055,"Franconia Rd and Valley View Dr",,38.781560,-77.148190,,,,,,1
861,3768,"Westpark Dr and Park Run Dr",,38.928739,-77.225567,,,,,,1
862,3505,"11830 Sunrise Valley Dr",,38.948380,-77.355640,,,,,,1
863,2035,"Franconia Rd and Gum St",,38.784190,-77.129480,,,,,,1
864,3007,"Park Ave and Grant St",,38.976501,-77.380517,,,,,,1
866,2017,"Franconia Rd and Clermont Dr",,38.790020,-77.108983,,,,,,1
867,3877,"Hooes Rd and Newington Forest Ave",,38.740880,-77.251140,,,,,,1
868,1757,"Dranesville Rd and Bennett St",,38.986100,-77.377550,,,,,,1
869,2788,"Mt Vernon Mem Hwy and Old Mill Rd",,38.713940,-77.100880,,,,,,1
870,3391,"S Lakes Dr and Springwood Dr",,38.935357,-77.350110,,,,,,1
871,2259,"Hanover Ave and Charlotte St",,38.783560,-77.194110,,,,,,1
872,3302,"Ymca-Reston",,38.954705,-77.368227,,,,,,1
875,1932,"Fair Lakes Pkwy and Fair Lakes Cir",,38.860538,-77.389883,,,,,,1
876,1230,"Amherst Ave and Floyd Ave",,38.789450,-77.187450,,,,,,1
877,4304,"Westfields Blvd and Sully Station Dr",,38.866529,-77.448520,,,,,,1
878,1066,"Mary Baldwin Dr and Kenyon Dr",,38.768370,-77.071250,,,,,,1
879,1928,"Florida Ave and Center St",,38.965057,-77.389849,,,,,,1
880,2884,"N Shore Dr and Charter Oak Ct",,38.958930,-77.348850,,,,,,1
881,6230,"Trap Rd and Old Courthouse Rd",,38.930340,-77.270813,,,,,,1
882,3389,"S Lakes Dr and Soapstone Dr",,38.933840,-77.346210,,,,,,1
883,2281,"Helmsdale La and Lund Ct",,38.752376,-77.131498,,,,,,1
884,2917,"N Shore Dr and Fellowship Sq",,38.969400,-77.342090,,,,,,1
885,3098,"Pole Rd and Plantation Dr",,38.729150,-77.125060,,,,,,1
886,3051,"Post Forest Dr and Legato Rd",,38.855026,-77.364451,,,,,,1
888,5009,"Sully Station Dr and Farming Way",,38.869040,-77.453380,,,,,,1
889,1254,"Backlick Rd and Auburn St",,38.822640,-77.192010,,,,,,1
890,4228,"Little Rocky Run Cir and Forest Pond Ct",,38.831890,-77.421147,,,,,,1
891,976,"Richmond Hwy and Collard St",,38.766710,-77.083320,,,,,,0
892,1952,"Fair Lakes Cir and Shoppes La",,38.859476,-77.387782,,,,,,1
893,6226,"Beulah Rd and Ayr Hill Ave",,38.908991,-77.260526,,,,,,1
894,2373,"Herndon Pkwy and Missouri Ave",,38.958060,-77.389290,,,,,,1
895,2424,"Hummer Rd and Marshall Dr",,38.844120,-77.204710,,,,,,1
896,877,"Richmond Hy and Brevar Rd",,38.729190,-77.108031,,,,,,0
897,5911,"Lee Rd and Chantilly Crossing Ln",,38.895960,-77.447935,,,,,,1
898,2961,"Old Keene Mill Rd and Hillside Rd",,38.776830,-77.243760,,,,,,1
899,3715,"S Van Dorn St and Pickett St (North)",,38.805200,-77.134070,,,,,,1
900,1625,"Colts Neck Rd and Greywing Ct",,38.941150,-77.359820,,,,,,1
901,2630,"Lee Jackson Hwy and Plaza Ln",,38.882584,-77.400953,,,,,,1
902,1583,"Centreville Rd and Coppermine Rd",,38.947543,-77.413370,,,,,,1
903,871,"Little River and Braddock",,38.822440,-77.162890,,,,,,0
905,4209,"Lee Jackson Hwy and Airline Pkwy",,38.901547,-77.449812,,,,,,1
906,1370,"Beacon Hill Rd and Oak Dr",,38.770240,-77.074980,,,,,,1
907,6037,"Willard Rd and Lee Rd",,38.887284,-77.451711,,,,,,1
908,1856,"Elden St and Worldgate Dr",,38.959613,-77.401266,,,,,,1
910,3684,"Twinbrook Rd and Twinbrook Run Dr",,38.815760,-77.274810,,,,,,1
911,3575,"Seven Woods Dr and Tamarind St",,38.741500,-77.098170,,,,,,1
912,3099,"Pohick Rd and Southrun Rd",,38.736170,-77.225940,,,,,,1
913,1795,"Edsall Rd and Dublin Ave",,38.806880,-77.180000,,,,,,1
915,3333,"Sunset Hills Rd and Town Center Pkwy",,38.954161,-77.364783,,,,,,1
916,2337,"Herndon Pkwy and Bayshire La",,38.976680,-77.403660,,,,,,1
917,3413,"Soapstone Dr and Golf Course Sq",,38.944373,-77.348078,,,,,,1
918,2907,"N Shore Dr and Wedge Dr",,38.958220,-77.336210,,,,,,1
919,3307,"Sunset Hills Rd and Hunter Mill Rd",,38.948573,-77.312930,,,,,,1
920,5543,"Maple Ave and Follin Ln",,38.910320,-77.253990,,,,,,1
921,1976,"Follin La and Echols St",,38.906519,-77.249655,,,,,,1
922,3490,"Sunrise Valley Dr and Association Dr",,38.945120,-77.344710,,,,,,1
923,2810,"Monroe St and Pine St",,38.970610,-77.383699,,,,,,1
924,4319,"Herndon-Monroe",,38.951652,-77.383016,,,,,,0
925,1274,"Backlick Rd and Highland St",,38.791510,-77.186520,,,,,,1
926,2872,"Norton Rd and Kings Cross",,38.794600,-77.093250,,,,,,1
927,3066,"Pinecrest Rd and Viking Dr",,38.931830,-77.383028,,,,,,1
928,2925,"Nutley St and Courthouse Rd",,38.890950,-77.271320,,,,,,1
929,2143,"Glade Dr and Ansdel Ct",,38.931008,-77.357283,,,,,,1
930,3048,"Post Forest Dr and Lincoln Crest St",,38.856154,-77.368152,,,,,,1
931,4177,"Centrewood Dr and Multiplex Dr",,38.828419,-77.440329,,,,,,1
932,3335,"Spring Hill Rd and Turning Leaf La",,38.936286,-77.232286,,,,,,1
933,2504,"Kinross Cir and Kirkwell Pl",,38.918020,-77.413500,,,,,,1
934,4127,"Bushman Dr and Appalachian Cir",,38.871780,-77.296920,,,,,,1
936,1830,"Elden St and Grant St",,38.968530,-77.378870,,,,,,1
937,4153,"Chain Bridge Rd and Preston Heights C",,38.877600,-77.305220,,,,,,1
938,1262,"Backlick Rd and Cindy La",,38.823130,-77.192050,,,,,,1
940,1260,"Backlick Rd and Braddock Rd",,38.812290,-77.186350,,,,,,1
941,4261,"Saint Germain Dr and Strasburg Dr",,38.837282,-77.443942,,,,,,1
942,2656,"Leesburg Pike and Atwood Rd",,38.954530,-77.269220,,,,,,1
943,2581,"Lake Braddock Dr and Olley La",,38.805780,-77.269170,,,,,,1
944,1227,"Amherst Ave and Cumberland Ave",,38.783800,-77.187060,,,,,,1
945,2026,"Franconia Rd and Roso St",,38.779690,-77.157330,,,,,,1
946,4150,"Chain Bridge Rd and Oak Valley Dr",,38.885720,-77.285610,,,,,,1
947,1996,"Frying Pan Rd and Grey Roy La",,38.945980,-77.395990,,,,,,1
948,2579,"Lake Braddock Dr and Mersea Ct",,38.803410,-77.267300,,,,,,1
949,960,"Fort Hunt Rd and Wellington Rd",,38.738970,-77.053970,,,,,,1
950,1954,"12777 Fair Lakes Cir",,38.858103,-77.385584,,,,,,1
952,3538,"Sunrise Valley Dr and Lakeport Way",,38.941780,-77.331220,,,,,,1
953,3433,"Soapstone Dr and Stoneview Sq",,38.932460,-77.346851,,,,,,1
954,2460,"Jones Branch Dr and Lincoln Ctr",,38.932056,-77.230243,,,,,,1
955,3836,"Worldgate Dr and Alton Sq",,38.955063,-77.394324,,,,,,1
956,2157,"Glade Dr and Marginella Dr",,38.944840,-77.375100,,,,,,1
957,1369,"2600 Beacon Hill Rd",,38.771370,-77.078550,,,,,,1
958,5612,"Centreville Rd and Metrotech Dr",,38.896993,-77.428964,,,,,,1
959,1631,"Colts Neck Rd and Insha Ct",,38.933429,-77.362241,,,,,,1
960,4115,"Blake La and Cyrandall Valley Rd",,38.876400,-77.289070,,,,,,1
961,4305,"White Granite Dr and Chain Bridge Rd",,38.874657,-77.306283,,,,,,1
963,1800,"Edsall Rd and Winter View Dr",,38.804112,-77.144341,,,,,,1
964,3824,"Worldgate Dr and Elden St",,38.958031,-77.400276,,,,,,1
965,3545,"Sunrise Valley Dr and Parkridge Blvd",,38.943207,-77.315558,,,,,,1
967,5440,"Westmoreland and Youngblood",,38.912489,-77.174111,,,,,,0
968,1472,"Braddock Rd and Ravensworth Rd",,38.811530,-77.209830,,,,,,1
969,3802,"Wiehle Ave and Longwood Grove Dr",,38.976450,-77.334740,,,,,,1
970,2291,"Highland St and Hanover Ave",,38.793510,-77.195410,,,,,,1
971,5894,"White Granite Dr and Flag Pole La",,38.873092,-77.305141,,,,,,1
972,6215,"Tysons Corner Metro Bay B",,38.920668,-77.222104,,,,,,1
973,6181,"Sunset Hills Rd and Isaac Newton Sq (West)",,38.951456,-77.340908,,,,,,1
974,1140,"Kingstowne Blvd and Sir Viceroy Dr",,38.771480,-77.135410,,,,,,1
975,4058,"River Birch Rd and Mcnair Farms Dr",,38.948611,-77.416594,,,,,,1
976,1500,"Burke Rd and Ashbourn Dr",,38.804670,-77.278940,,,,,,1
977,3592,"Twin Branches Rd and Villaridge Dr",,38.938245,-77.328072,,,,,,1
978,3396,"S Lakes Dr and Thoreau Pl",,38.940310,-77.329160,,,,,,1
979,4059,"Coppermine Rd and River Birch Rd",,38.948833,-77.415546,,,,,,1
980,708,"Huntington Ave and Blaine Dr",,38.794050,-77.070170,,,,,,0
981,4275,"Stringfellow Rd and Jasper Rd",,38.886870,-77.405630,,,,,,1
982,1723,"Crestleigh Way and Foxleigh Way",,38.755890,-77.168480,,,,,,1
983,2700,"Little River Tnpk and Medford Dr",,38.831940,-77.204300,,,,,,0
984,4169,"Centrewood Dr and Field Encampment Rd",,38.827649,-77.441011,,,,,,1
985,2112,"Gallows Rd and Prescott Dr",,38.878730,-77.227540,,,,,,1
986,1771,"Dranesville Rd and Powells Tavern Pl",,38.999375,-77.376502,,,,,,1
987,3028,"Parcher Ave and Springer Dr (East)",,38.960398,-77.403648,,,,,,1
988,1761,"Dranesville Rd and Forty Oaks Dr",,39.002358,-77.375407,,,,,,1
989,3159,"Richmond Hwy and Hagel Cir",,38.695750,-77.215540,,,,,,1
990,5572,"Old Courthouse and Lord Fairfax",,38.912633,-77.229238,,,,,,0
992,6462,"Beacon Hill Rd and Richmond Hwy",,38.772030,-77.080630,,,,,,1
993,3235,"Reston Pkwy and Bennington Woods Rd",,38.974200,-77.351440,,,,,,1
994,3725,"S Van Dorn St and Pickett St (South)",,38.803760,-77.134030,,,,,,1
995,3498,"Sunrise Valley Dr and Centennial Park",,38.945290,-77.341690,,,,,,1
996,4199,"Flag Pole La and Granite Creek La",,38.872154,-77.303544,,,,,,1
997,2731,"Maple Ave and Park St",,38.904310,-77.261970,,,,,,1
998,3181,"Richmond Hwy and Russell Rd",,38.733110,-77.100040,,,,,,0
1000,4224,"Lee Jackson Hwy and Walney Rd",,38.894406,-77.432352,,,,,,1
1001,3615,"Telegraph Rd and D'Evereux Circle Dr",,38.764790,-77.126250,,,,,,1
1002,1383,"Reston Town Ctr Bay K",,38.957150,-77.357890,,,,,,1
1003,5462,"Chain Bridge Rd and Buena Vista",,38.931148,-77.181524,,,,,,0
1004,3601,"Town Center Pkwy and New Dominion Pkwy",,38.960140,-77.362990,,,,,,1
1005,1146,"Kingstowne Blvd and Kingstowne Ctr",,38.772220,-77.134690,,,,,,1
1006,2583,"Lake Braddock Dr and Tripolis Ct",,38.805450,-77.270940,,,,,,1
1007,2902,"N Shore Dr and Northgate Sq",,38.969970,-77.335490,,,,,,1
1008,3147,"Rose Hill Dr and Eastchester Cir",,38.783809,-77.120755,,,,,,1
1009,2056,"Franconia Rd and Willowfield Way",,38.779722,-77.159253,,,,,,1
1010,5399,"Jones Branch Dr and Westpark Dr",,38.926622,-77.217683,,,,,,1
1011,938,"Fort Hunt Rd and Fort Hunt Ct",,38.761470,-77.059650,,,,,,1
1012,1486,"Braddock Rd and Twinbrook Rd",,38.818130,-77.274860,,,,,,1
1013,635,"Fordson Rd and Beechcraft Dr",,38.754229,-77.086023,,,,,,1
1014,1277,"Backlick Rd and Kandel Ct",,38.819420,-77.190180,,,,,,1
1015,1641,"Commerce St and Monticello Blvd",,38.779910,-77.191700,,,,,,1
1016,1442,"Braddock Rd and Heming Ave",,38.811640,-77.203400,,,,,,1
1017,1724,"Crestleigh Way and Beulah St",,38.754540,-77.166040,,,,,,1
1018,2082,"Gallows Rd and Dolce Dr",,38.846700,-77.203650,,,,,,1
1019,2714,"Lorton Station Blvd and Percy Simms Dr",,38.712950,-77.213370,,,,,,1
1020,942,"Fort Hunt Rd and Mason Hill Dr",,38.755600,-77.057520,,,,,,1
1021,4047,"Centreville P+R",,38.835759,-77.455111,,,,,,1
1022,638,"Sherwood Hall La and Hollindale Dr",,38.751620,-77.058610,,,,,,1
1023,1478,"Braddock Rd and Sideburn Rd",,38.823850,-77.307260,,,,,,1
1024,2089,"Gallows Rd and Elm Pl",,38.895810,-77.225140,,,,,,1
1026,1903,"Fort Hunt Rd and Marine Dr",,38.758550,-77.058450,,,,,,1
1027,5539,"Chain Bridge and St Andrews",,38.914130,-77.243290,,,,,,1
1028,1361,"Bennington Woods Rd and Waterside View Dr",,38.970130,-77.357360,,,,,,1
1029,3216,"Rolling Rd and Edinburgh Dr",,38.738450,-77.211290,,,,,,1
1030,3744,"Vernon View Dr and Prices La",,38.712540,-77.062380,,,,,,1
1031,1335,"Beulah St and Crestleigh Rd",,38.753650,-77.165248,,,,,,1
1032,3074,"Pohick Rd and Aspenpark Rd",,38.711920,-77.198940,,,,,,0
1033,2736,"Manchester Blvd and Silver Lake Blvd",,38.765066,-77.154298,,,,,,1
1034,3499,"Sunrise Valley Dr and Centreville Rd",,38.951606,-77.407636,,,,,,1
1036,6469,"Crown Royal Dr and High Meadow Rd",,38.788484,-77.138523,,,,,,1
1037,2314,"Hooes Rd and Hooes Rd",,38.745140,-77.249910,,,,,,1
1039,2244,"Guinea Rd and Sandy Lewis Dr",,38.799290,-77.292530,,,,,,1
1040,3833,"West Ox Rd and Ox Hill Rd",,38.873091,-77.367320,,,,,,1
1041,631,"Sherwood Hall La and Fordson Rd",,38.743060,-77.082050,,,,,,1
1042,3493,"Sunrise Valley Dr and Wood Oak Dr (West)",,38.951690,-77.402370,,,,,,1
1043,3532,"Sunrise Valley Dr and Indian Ridge Rd",,38.947690,-77.349140,,,,,,1
1044,2554,"Lawyers Rd and Lewis St",,38.903877,-77.273403,,,,,,1
1045,1977,"Follin La and Echols St",,38.906341,-77.249220,,,,,,1
1047,5540,"Chain Bridge and Westbriar",,38.912540,-77.246770,,,,,,1
1049,1440,"Braddock Rd and Herend Pl",,38.824010,-77.282170,,,,,,1
1050,2863,"North Kings Hwy and Fort Dr",,38.789190,-77.076350,,,,,,1
1051,2720,"Maple Ave and Center St",,38.902093,-77.264401,,,,,,1
1052,5471,"Chain Bridge and Anderson",,38.926092,-77.204348,,,,,,0
1053,3591,"Twin Branches Rd and Sentinel Point Ct",,38.935449,-77.326513,,,,,,1
1054,2965,"Old Keene Mill Rd and Hunter Village Dr",,38.774390,-77.205740,,,,,,1
1055,1231,"Amherst Ave and Highland St",,38.792020,-77.186870,,,,,,1
1056,1273,"Backlick Rd and Hechinger Dr",,38.796459,-77.185796,,,,,,1
1057,2413,"Hummer Rd and Frontage Rd",,38.833650,-77.210480,,,,,,1
1058,6196,"Alban Rd and Mazzello Pl",,38.728527,-77.204331,,,,,,1
1059,1561,"Chain Bridge Rd and Glengyle Dr",,38.891580,-77.277950,,,,,,1
1060,3689,"Tyco Rd and Leesburg Pike",,38.930600,-77.241680,,,,,,1
1061,2525,"Kingstowne Village Pkwy and Joust La (North)",,38.763120,-77.141930,,,,,,1
1062,573,"Lenclair St and Memorial St",,38.770410,-77.086210,,,,,,1
1063,3621,"Telegraph Rd and Florence La",,38.788770,-77.087220,,,,,,1
1064,6464,"Mount Vernon Government Dr and M",,38.740490,-77.076110,,,,,,1
1066,2260,"Hanover Ave and Essex Ave",,38.786520,-77.193690,,,,,,1
1068,2151,"Glade Dr and Dosinia Ct",,38.941640,-77.368590,,,,,,1
1069,2966,"Old Keene Mill Rd and Jansen Dr",,38.778487,-77.220463,,,,,,1
1070,2263,"Hanover Ave and Falmouth St",,38.781110,-77.194850,,,,,,1
1071,1183,"Franconia-Springfield Metro Bay E",,38.766772,-77.168881,,,,,,1
1072,3033,"Tthe Parkway and Telegraph Rd",,38.784720,-77.095270,,,,,,1
1073,4164,"15036 Conference Center Dr",,38.879184,-77.462053,,,,,,1
1075,3046,"Penderbrook Dr and Ridge Knoll Dr",,38.870372,-77.362591,,,,,,1
1076,2267,"Harrison La and Groveton St",,38.770378,-77.093788,,,,,,1
1078,914,"Fort Hunt Rd and Belle Haven Rd",,38.780730,-77.062550,,,,,,1
1079,5468,"Chain Bridge Rd and Montcalm Dr",,38.928075,-77.198763,,,,,,0
1080,3646,"Thomas Dr and Deepford St",,38.781640,-77.163910,,,,,,1
1081,2171,"Glade Dr and Soapstone Dr",,38.926172,-77.344945,,,,,,1
1082,2932,"Nutley St and Tapawingo Rd",,38.886260,-77.269050,,,,,,1
1083,1296,"Backlick Rd and Wilburdale Dr",,38.816090,-77.187580,,,,,,1
1084,3634,"Telegraph Rd and Pike Rd",,38.785790,-77.093660,,,,,,1
1085,1046,"Mt Vernon Hwy and Woodland La",,38.720930,-77.089930,,,,,,1
1086,1456,"Braddock Rd and Pickett Rd",,38.819435,-77.276243,,,,,,1
1087,2867,"North Kings Hwy and Poag St",,38.782240,-77.078830,,,,,,1
1088,1591,"Center St and Locust St",,38.969086,-77.387964,,,,,,1
1089,1812,"Edsall Rd and Yoakum Pkwy",,38.807520,-77.140670,,,,,,1
1090,3866,"Fleet Dr and Beulah St",,38.772169,-77.153677,,,,,,1
1091,964,"Fort Hunt Rd and Bishop Crest Ct",,38.729710,-77.057130,,,,,,1
1092,2010,"Ffx County Pkwy and Whitlers Creek Dr",,38.758510,-77.224690,,,,,,1
1093,1533,"Bennington Woods Rd and Waterside View Dr",,38.968240,-77.358990,,,,,,1
1094,3414,"Soapstone Dr and Golf Course Sq",,38.944035,-77.348351,,,,,,1
1095,3905,"Monument Dr and Park Vista Blvd",,38.854268,-77.349489,,,,,,1
1096,1388,"Burke Lake Rd and Kings Park Library",,38.807070,-77.256280,,,,,,1
1097,3020,"The Parkway and Prospect Ter",,38.776340,-77.099070,,,,,,1
1098,3263,"Sacremento Dr and Claymont Dr",,38.725224,-77.129239,,,,,,1
1099,3518,"Sunrise Valley Dr and Dulles View Dr (South)",,38.951420,-77.425880,,,,,,1
1100,2107,"Gallows Rd and Merry Oaks La",,38.908070,-77.222580,,,,,,1
1101,1947,"12500 Fair Lakes Cir",,38.858428,-77.381149,,,,,,1
1103,3447,"Southrun Rd and Brutus Ct",,38.727900,-77.235060,,,,,,1
1104,2793,"Mt Vernon Mem Hwy and Richmon Hwy",,38.715980,-77.132440,,,,,,1
1105,1367,"Becontree La and Goldenrain Ct",,38.968060,-77.329950,,,,,,1
1106,2921,"N Shore Dr and Wainwright Dr (North)",,38.963840,-77.348750,,,,,,1
1107,5993,"Columbia Pike and Maple Pl",,38.830971,-77.195066,,,,,,1
1108,4256,"Poplar Tree Rd and Orr Dr",,38.875232,-77.418507,,,,,,1
1110,3819,"Worldgate Dr and Alton Sq",,38.955370,-77.390089,,,,,,1
1111,1005,"Richmond Hwy and Southgate Dr",,38.773520,-77.081300,,,,,,0
1112,4121,"Braddock Rd and Birchleaf Park Ct",,38.851213,-77.443823,,,,,,1
1113,1876,"Franklin Farm Rd and Old Dairy Rd",,38.909656,-77.413335,,,,,,1
1114,3434,"Soapstone Dr and Sweetbay La",,38.925776,-77.344596,,,,,,1
1115,4248,"Poplar Tree Rd and Braddock Ridge Dr",,38.857333,-77.449806,,,,,,1
1116,6204,"Lewinsville Rd and Balls Hill Rd",,38.932433,-77.199842,,,,,,1
1118,2273,"Hayfield Rd and Spring Faire Ct",,38.761580,-77.149770,,,,,,1
1119,3628,"Telegraph Rd and East Dr",,38.796240,-77.081860,,,,,,1
1120,2241,"Guinea Rd and Pierrpont St",,38.804220,-77.282760,,,,,,1
1121,2949,"Old Keene Mill Rd and Carrleigh Pkwy",,38.780271,-77.228978,,,,,,1
